X,Y,Z,TYPE,STREET1,STREET2,STREET3,STREET4,INTERSECTI,GID
425424.255,5450335.152,0,NORMAL,"1235","482",,,"8349","61306"
425142.421,5450336.146,0,DEADEND,"312",,,,"8346","61309"
425119.11,5450517.81,0,DEADEND,"312",,,,"8345","61310"
425134.825,5450470.492,0,NORMAL,"586","312",,,"8343","61311"
425371.09,5450425.26,0,DEADEND,"586",,,,"8340","61314"
425260.987,5450461.149,0,NORMAL,"586","580",,,"8339","61315"
424597.012,5450224.065,0,NORMAL,"585","229","759",,"8336","61317"
424709.97,5450207.402,0,DEADEND,"109",,,,"8335","61318"
424679.814,5450266.783,0,NORMAL,"229","109",,,"8334","61319"
424646.563,5450398.061,0,DEADEND,"1244",,,,"8333","61320"
424706.495,5450377.88,0,NORMAL,"229","1244",,,"8332","61321"
424492.796,5450438.647,0,NORMAL,"585","60","0000001282",,"8331","61322"
424757.858,5450468.72,0,NORMAL,"60","229",,,"8330","61323"
424708.188,5450597.246,0,NORMAL,"88","319",,,"8328","61325"
429313.756,5450614.877,0,NORMAL,"333","1245",,,"8442","61229"
429358.526,5450811.175,0,NORMAL,"76","333",,,"8441","61230"
430150.623,5449385.211,0,DEADEND,"1222",,,,"8440","61231"
430082.78,5449452.608,0,NORMAL,"1222","392",,,"8438","61232"
429990.138,5449511.529,0,NORMAL,"1222","392",,,"8437","61233"
430063.057,5448855.271,0,NORMAL,"401","910",,,"8434","61234"
430070.77,5449038.834,0,NORMAL,"148","910",,,"8433","61235"
429873.246,5449055.647,0,NORMAL,"79","148",,,"8429","61239"
430244.315,5449137.844,0,DEADEND,"294",,,,"8427","61241"
430274.745,5449199.463,0,NORMAL,"79","294",,,"8426","61242"
430178.511,5449243.048,0,NORMAL,"79","830",,,"8425","61243"
430152.432,5449164.267,0,NORMAL,"695","830",,,"8424","61244"
430041.743,5449170.26,0,NORMAL,"1155","695",,,"8423","61245"
429869.281,5449155.063,0,NORMAL,"79","695",,,"8422","61246"
429885.806,5449225.361,0,NORMAL,"79","455",,,"8421","61247"
429848.207,5449266.474,0,DEADEND,"455",,,,"8418","61250"
429804.452,5449150.58,0,DEADEND,"1117",,,,"8417","61251"
429262.773,5449427.732,0,NORMAL,"1243","710",,,"8415","61253"
428938.022,5449501.025,0,NORMAL,"537","549",,,"8414","61254"
428811.302,5450485.785,0,NODE,"677","414",,,"8413","61255"
428681.813,5450203.395,0,DEADEND,"42",,,,"8411","61257"
428713.193,5449680.64,0,NORMAL,"297","537",,,"8410","61258"
428782.078,5449771.665,0,NORMAL,"297","710",,,"8409","61259"
429184.922,5449466.704,0,NORMAL,"685","710",,,"8407","61261"
429329.251,5449488.883,0,NORMAL,"333","1243",,,"8406","61262"
429483.481,5449490.186,0,NORMAL,"260","761",,,"8405","61263"
429401.511,5449565.819,0,NORMAL,"850","260",,,"8403","61265"
429367.92,5449803.148,0,NORMAL,"42","260",,,"8402","61266"
429355.086,5449666.445,0,NORMAL,"260","115",,,"8401","61267"
429517.629,5449691.885,0,NORMAL,"979","115",,,"8400","61268"
429676.418,5449552.917,0,NORMAL,"704","115",,,"8399","61269"
429813.756,5449631.027,0,NORMAL,"260","704",,,"8398","61270"
429879.597,5449546.975,0,NORMAL,"1222","260",,,"8397","61271"
429767.143,5449583.434,0,NORMAL,"502","704",,,"8395","61272"
429783.827,5449534.598,0,DEADEND,"502",,,,"8394","61273"
429448.111,5449905.55,0,DEADEND,"999",,,,"8393","61274"
429382.033,5449936.615,0,DEADEND,"631",,,,"8392","61275"
427381.429,5454300.575,0,NORMAL,"425","980",,,"6394","59922"
427411.742,5454205.28,0,NORMAL,"1011","425",,,"6393","59923"
427512.34,5454213.371,0,DEADEND,"1011",,,,"6392","59924"
427332.648,5454114.829,0,NORMAL,"1059","77","665",,"6391","59925"
427217.911,5454234.33,0,DEADEND,"409",,,,"6390","59926"
427286.464,5454263.18,0,NORMAL,"77","409",,,"6389","59927"
427033.318,5454105.738,0,NORMAL,"665","222",,,"6388","59928"
426962.987,5454006.002,0,DEADEND,"222",,,,"6387","59929"
427117.681,5454068.51,0,NORMAL,"1213","665",,,"6386","59930"
427243.737,5454084.681,0,DEADEND,"1213",,,,"6385","59931"
427119.011,5454292.812,0,NORMAL,"77","1089",,,"6384","59932"
427160.042,5454160.223,0,DEADEND,"1089",,,,"6383","59933"
426977.04,5454277.42,0,NORMAL,"77","222",,,"6381","59935"
426840.673986746,5454226.74573178,0,NORMAL,"832","1211",,,"6379","59937"
426879.848,5454297.517,0,NORMAL,"77","832",,,"6378","59938"
426675.429,5454034.702,0,NORMAL,"665","1211",,,"6377","59939"
426877.581,5454110.477,0,NORMAL,"665","1211",,,"6376","59940"
431463.468,5446568.78,0,NORMAL,"1111","447",,,"6900","59941"
431513.636,5446474.274,0,NORMAL,"1111","1203","266",,"6899","59942"
431465.384,5446468.895,0,NORMAL,"447","1203",,,"6898","59943"
427384.9,5447670.42,0,DEADEND,"170",,,,"7512","59957"
426770.85,5447790.59,0,DEADEND,"1096",,,,"7510","59959"
426959.93,5447965.844,0,NORMAL,"376","1096",,,"7509","59960"
426246.346,5447975.987,0,NORMAL,"376","371",,,"7508","59961"
425530.909,5447122.416,0,NORMAL,"585","1078","376",,"7507","59962"
426102.545,5447282.407,0,DEADEND,"1078",,,,"7506","59963"
425853.451,5447293.293,0,NORMAL,"1078","376",,,"7505","59964"
426679.810512795,5447561.03244137,0,DEADEND,"686",,,,"7503","59965"
426397.668,5447125.259,0,DEADEND,"746",,,,"7501","59967"
426025.98,5446889.28,0,DEADEND,"796",,,,"7500","59968"
426024.814,5447085.153,0,NORMAL,"585","796",,,"7499","59969"
427337.1,5446059.714,0,DEADEND,"1215",,,,"7497","59970"
427341.812783649,5446303.75457222,0,NORMAL,"1215","97",,,"7493","59973"
427343.302666636,5446380.90470762,0,NORMAL,"1215","662",,,"7492","59974"
427364.315,5446438.337,0,NORMAL,"1215","36",,,"7490","59975"
426820.33,5446281.214,0,NORMAL,"183","1252",,,"7489","59976"
426822.196,5446319.145,0,NORMAL,"531","1252",,,"7488","59977"
426822.62,5446356.709,0,NORMAL,"1252","531",,,"7487","59978"
426823.863,5446397.713,0,NORMAL,"1252","811",,,"7486","59979"
426874.467987385,5446472.27464253,0,NORMAL,"811","36",,,"7485","59980"
426862.516970015,5446472.66550382,0,NORMAL,"1252","36",,,"7484","59981"
426870.696,5446472.398,0,NORMAL,"36","1052",,,"7482","59982"
426869.78,5446538.02,0,DEADEND,"1052",,,,"7481","59983"
426722.436,5446477.247,0,NORMAL,"36","746",,,"7479","59984"
426673.252,5446510.214,0,NORMAL,"99","746",,,"7478","59985"
427380.805,5449849.798,0,NORMAL,"1226","136",,,"8192","60870"
426824.204,5449491.428,0,NORMAL,"773","790",,,"8189","60872"
426625.931,5449591.023,0,NORMAL,"790","773",,,"8188","60873"
426347.834302936,5449521.93149367,0,NORMAL,"1086","790",,,"8187","60874"
426433.126,5449473.171,0,NORMAL,"116","1086",,,"8186","60875"
426221.814,5449695.11,0,NORMAL,"963","1086",,,"8183","60876"
426578.593,5449683.932,0,NORMAL,"1053","963",,,"8181","60878"
426938.423,5449995.83,0,DEADEND,"175",,,,"8180","60879"
426623.231,5450085.685,0,NORMAL,"635","150","1153",,"8179","60880"
426535.347,5450088.563,0,NORMAL,"635","890",,,"8178","60881"
426023.235,5449658.448,0,NORMAL,"716","963",,,"8177","60882"
425999.931,5449842.318,0,NORMAL,"1228","481","0000001325",,"8176","60883"
426122.625,5449839.428,0,NORMAL,"868","1228","0000001325",,"8175","60884"
426123.863,5449888.113,0,NORMAL,"868","1072",,,"8174","60885"
425781.856,5450071.218,0,NORMAL,"1235","1228",,,"8173","60886"
425868.498,5450000.518,0,NORMAL,"1235","1229",,,"8172","60887"
425796.79,5450207.529,0,NORMAL,"84","643",,,"8171","60888"
426011.980254105,5450078.85890496,0,NORMAL,"734","84",,,"8170","60889"
426014.484,5449954.943,0,NORMAL,"1235","734",,,"8169","60890"
426049.852,5450144.099,0,NORMAL,"635","734",,,"8168","60891"
425994.4,5450183.001,0,NORMAL,"635","114",,,"8167","60892"
426172.342,5450097.077,0,NORMAL,"635","289",,,"8166","60893"
426061.246,5450272.763,0,NORMAL,"114","289",,,"8165","60894"
426100.54,5450396.28,0,DEADEND,"114",,,,"8164","60895"
426870.614,5450238.238,0,DEADEND,"57",,,,"8162","60896"
427314.303,5449969.621,0,NORMAL,"136","659","0000001424",,"8159","60898"
427229.39,5449927.91,0,DEADEND,"659",,,,"8155","60902"
427136.274,5449889.002,0,DEADEND,"142",,,,"8154","60903"
426822.851208019,5449771.33915588,0,DEADEND,"57","0000001288",,,"8152","60904"
426734.224,5449855.92,0,DEADEND,"68",,,,"8151","60905"
426338.421,5449908.125,0,DEADEND,"1072",,,,"8150","60906"
426229.214,5449936.373,0,DEADEND,"1116",,,,"8149","60907"
426434.484,5450000.432,0,NORMAL,"1142","1116",,,"8147","60909"
426223.899,5449885.699,0,NORMAL,"1072","916",,,"8146","60910"
426581.055,5449788.856,0,NORMAL,"916","1053",,,"8145","60911"
426646.742,5449788.707,0,NORMAL,"916","150","1153",,"8144","60912"
426532.553,5449791.115,0,NORMAL,"916","890",,,"8143","60913"
426431.962,5449791.278,0,NORMAL,"1142","916",,,"8142","60914"
426436.456,5450090.629,0,NORMAL,"635","1142",,,"8141","60915"
426314.835,5450093.141,0,NORMAL,"635","842",,,"8140","60916"
427133.522,5450086.073,0,NORMAL,"167","635",,,"8139","60917"
427037.522,5450075.717,0,NORMAL,"635","142",,,"8138","60918"
426889.754,5450080.022,0,NORMAL,"635","57",,,"8137","60919"
426888.827,5449996.655,0,NORMAL,"175","57",,,"8136","60920"
426734.995,5450083.307,0,NORMAL,"635","68",,,"8135","60921"
426865.99820822,5450080.52625356,0,NORMAL,"57","635",,,"8134","60922"
428162.653,5450660.225,0,DEADEND,"1018",,,,"8129","60927"
428154.61,5450502.43,0,DEADEND,"1018",,,,"8128","60928"
428059.871,5450507.057,0,DEADEND,"1184",,,,"8127","60929"
427960.504,5450511.063,0,DEADEND,"199",,,,"8126","60930"
427861.679,5450512.971,0,DEADEND,"153",,,,"8125","60931"
427883.446,5450623.67,0,NORMAL,"806","153",,,"8124","60932"
427959.928,5450581.031,0,NORMAL,"806","199",,,"8123","60933"
428038.114,5450598.65,0,NORMAL,"806","1184",,,"8122","60934"
428066.039,5450630.817,0,NORMAL,"806","491",,,"8121","60935"
427866.627,5450908.505,0,NORMAL,"111","76",,,"8120","60936"
427868.242,5450847.694,0,DEADEND,"111",,,,"8119","60937"
427949.786,5450683.129,0,DEADEND,"864",,,,"8118","60938"
427944.543,5450770.104,0,DEADEND,"618",,,,"8117","60939"
428028.7,5450798.16,0,DEADEND,"1187",,,,"8116","60940"
428000.228,5450786.84,0,NORMAL,"1187","806","618",,"8115","60941"
428036.412,5450702.675,0,NORMAL,"806","864",,,"8114","60942"
427838.968,5450652.817,0,NORMAL,"806","1103",,,"8113","60943"
427860.331,5450750.57,0,DEADEND,"1103",,,,"8112","60944"
427767.013,5450654.28,0,NORMAL,"806","300",,,"8111","60945"
427643.064,5450689.747,0,NORMAL,"915","473",,,"8110","60946"
427728.391,5450603.67,0,NORMAL,"300","915",,,"8109","60947"
427671.231,5450548.289,0,NORMAL,"300","915",,,"8108","60948"
427863.326,5450993.91,0,DEADEND,"308",,,,"8105","60949"
427774.367,5450986.79,0,DEADEND,"411",,,,"8104","60950"
427702.443836815,5450937.69346137,0,NORMAL,"201","300",,,"8103","60951"
427638.048,5451004.143,0,NORMAL,"300","411",,,"8102","60952"
427578.115,5450748.776,0,DEADEND,"201",,,,"8101","60953"
427435.05,5451087.997,0,DEADEND,"1198",,,,"8100","60954"
427546.282,5451111.025,0,NORMAL,"269","952",,,"8099","60955"
427434.811,5451038.998,0,NORMAL,"1198","300",,,"8098","60956"
427639.905,5450873.958,0,NORMAL,"473","201",,,"8095","60959"
427484.175,5450758.87,0,NORMAL,"952","285",,,"8093","60961"
427477.87,5450563.003,0,NORMAL,"300","952",,,"8091","60963"
427104.048,5450374.638,0,NORMAL,"259","136",,,"8089","60965"
426681.999,5450486.082,0,NORMAL,"611","1021",,,"8086","60968"
428190.396,5449266.748,0,NORMAL,"818","1055","352",,"7587","60499"
428187.747,5449159.471,0,NORMAL,"1055","636",,,"7586","60500"
427944.501,5448982.952,0,NORMAL,"655","136",,,"7585","60501"
428184.568,5449016.661,0,NORMAL,"655","1055",,,"7584","60502"
428494.457,5449015.481,0,NORMAL,"655","700",,,"7581","60504"
428317.905,5448852.263,0,NORMAL,"738","104",,,"7580","60505"
428731.804,5448569.019,0,NORMAL,"373","1123",,,"7577","60508"
429034.437,5448555.549,0,NORMAL,"1123","810",,,"7576","60509"
429146.086,5448520.729,0,NORMAL,"133","810",,,"7575","60510"
429151.893,5448724.661,0,NORMAL,"799","133",,,"7574","60511"
429460.528,5448714.823,0,NORMAL,"799","630",,,"7573","60512"
429408.964,5448716.467,0,NORMAL,"799","630",,,"7572","60513"
429421.917,5448716.054,0,NORMAL,"799","505",,,"7571","60514"
429425.388,5448812.938,0,NORMAL,"505","1081",,,"7570","60515"
429426.723,5448907.089,0,NORMAL,"505","1248",,,"7569","60516"
429430.252,5449001.952,0,NORMAL,"467","505",,,"7568","60517"
429372.258,5449025.618,0,DEADEND,"467",,,,"7567","60518"
429323.264,5448912.442,0,DEADEND,"1248",,,,"7566","60519"
428807.96,5448938.27,0,DEADEND,"320",,,,"7565","60520"
428717.48,5448936.12,0,DEADEND,"8",,,,"7564","60521"
428607.907,5448949.362,0,DEADEND,"214",,,,"7563","60522"
428667.947105976,5449158.21127202,0,DEADEND,"737",,,,"7562","60523"
428610.869,5449135.298,0,DEADEND,"214",,,,"7561","60524"
428727.85,5449145.82,0,NORMAL,"698","655","737",,"7560","60525"
428608.33,5449012.509,0,NORMAL,"214","655",,,"7559","60526"
428808.984,5449150.268,0,NORMAL,"698","320",,,"7557","60528"
428917.382,5449138.867,0,NORMAL,"698","362",,,"7556","60529"
428915.437,5449027.777,0,NORMAL,"362","206",,,"7553","60532"
428911.462,5448841.08,0,NORMAL,"362","738",,,"7552","60533"
429014.543,5448838.873,0,NORMAL,"738","1123",,,"7551","60534"
428758.919,5448843.828,0,NORMAL,"738","1123",,,"7550","60535"
429065.525,5448657.455,0,NORMAL,"1123","126",,,"7548","60537"
428709.837,5448668.49,0,NORMAL,"1123","126",,,"7545","60540"
427802.628,5448868.974,0,NORMAL,"738","1144",,,"7540","60544"
428229.891,5448802.599,0,DEADEND,"524",,,,"7537","60546"
428377.64,5448630.54,0,DEADEND,"577",,,,"7536","60547"
428514.687,5448507.618,0,DEADEND,"867",,,,"7535","60548"
428570.207,5453638.127,0,NORMAL,"1176","508",,,"8759","61496"
428634.731,5453707.223,0,DEADEND,"518",,,,"8757","61498"
428680.0,5453921.25,0,DEADEND,"1057",,,,"8754","61500"
428577.034,5453818.725,0,NORMAL,"1176","679",,,"8752","61502"
428579.454,5453901.144,0,NORMAL,"1176","519",,,"8751","61503"
428364.357,5454196.916,0,NORMAL,"1176","93",,,"8750","61504"
428333.597,5454009.218,0,DEADEND,"331",,,,"8749","61505"
428512.544,5454106.921,0,NORMAL,"1176","331",,,"8748","61506"
428284.576,5453928.683,0,DEADEND,"805",,,,"8747","61507"
428322.476,5453924.593,0,NORMAL,"805","519",,,"8746","61508"
428575.356,5453998.447,0,NORMAL,"805","1176",,,"8745","61509"
428799.126,5454085.77,0,DEADEND,"429",,,,"8741","61512"
428723.111,5454101.977,0,NORMAL,"428","429",,,"8740","61513"
429192.848406829,5454058.94916061,0,DEADEND,"602",,,,"8739","61514"
429053.703,5453604.05,0,NORMAL,"726","508",,,"8737","61515"
429220.342681593,5453572.26310411,0,NORMAL,"508","131",,,"8736","61516"
429088.518,5453477.657,0,NORMAL,"501","1024",,,"8733","61519"
428468.363,5453533.925,0,NORMAL,"501","965",,,"8728","61524"
428411.483,5453444.472,0,NORMAL,"638","696",,,"8727","61525"
427906.612,5453465.06,0,DEADEND,"1151",,,,"8725","61526"
427986.76,5453470.961,0,NORMAL,"638","1151",,,"8724","61527"
428565.377,5453075.52,0,NORMAL,"682","176",,,"8723","61528"
428315.744589208,5453169.57994453,0,NORMAL,"682","112",,,"8722","61529"
428424.02,5453182.677,0,NORMAL,"682","122",,,"8721","61530"
428086.419,5453226.8,0,NORMAL,"682","122",,,"8720","61531"
428157.835,5453274.765,0,NORMAL,"122","159",,,"8719","61532"
428246.746,5453234.689,0,DEADEND,"112",,,,"8718","61533"
428064.12,5453325.88,0,DEADEND,"159",,,,"8717","61534"
425692.445,5454241.726,0,NORMAL,"1000","1105",,,"8716","61535"
424704.226,5455421.934,0,NORMAL,"566","562",,,"8710","61539"
424694.789,5455491.437,0,DEADEND,"566",,,,"8709","61540"
423474.727,5455126.223,0,DEADEND,"1153",,,,"8706","61542"
431161.182,5443863.243,0,NORMAL,"853","382",,,"7119","60299"
431435.091,5443854.403,0,DEADEND,"382",,,,"7118","60300"
431581.565,5443861.719,0,DEADEND,"353",,,,"7117","60301"
431476.9,5444147.29,0,DEADEND,"1031",,,,"7116","60302"
430953.938,5444076.608,0,DEADEND,"326",,,,"7115","60303"
431094.391,5444170.104,0,DEADEND,"823",,,,"7113","60304"
430993.122,5444174.05,0,NORMAL,"823","592",,,"7112","60305"
430957.357,5444174.833,0,NORMAL,"823","1077",,,"7111","60306"
430987.697,5444076.595,0,NORMAL,"592","326",,,"7110","60307"
431164.428,5444072.197,0,NORMAL,"853","326",,,"7108","60308"
431163.61,5443971.891,0,NORMAL,"853","783",,,"7107","60309"
430933.12,5444077.553,0,NORMAL,"1077","326",,,"7103","60312"
430936.143,5444175.187,0,NORMAL,"823","1077",,,"7102","60313"
430745.381,5444180.255,0,NORMAL,"823","168",,,"7101","60314"
430743.151,5444081.401,0,NORMAL,"168","326",,,"7100","60315"
430739.565,5443870.755,0,NORMAL,"168","382",,,"7099","60316"
430529.961,5443874.718,0,NORMAL,"463","382",,,"7098","60317"
430315.213,5443878.671,0,NORMAL,"382","556",,,"7097","60318"
430423.529,5444078.005,0,DEADEND,"509","0000001355",,,"7096","60319"
430529.123,5443980.636,0,NORMAL,"509","463",,,"7094","60320"
430533.365,5444085.483,0,NORMAL,"463","326",,,"7093","60321"
430534.088,5444185.555,0,NORMAL,"823","463",,,"7092","60322"
430534.921,5444295.238,0,NORMAL,"463","1012",,,"7091","60323"
430747.036,5444290.681,0,NORMAL,"1012","168",,,"7090","60324"
430748.956,5444404.293,0,NORMAL,"168","209",,,"7089","60325"
430536.818,5444628.285,0,DEADEND,"463",,,,"7088","60326"
430253.43,5444520.01,0,DEADEND,"163",,,,"7085","60328"
430328.113,5444520.075,0,NORMAL,"163","556",,,"7084","60329"
430156.065,5444304.295,0,NORMAL,"1012","856",,,"7083","60330"
430169.138,5444467.956,0,DEADEND,"1210",,,,"7082","60331"
430203.681,5444413.922,0,NORMAL,"856","1210",,,"7081","60332"
430251.05,5444381.55,0,DEADEND,"1158",,,,"7080","60333"
430254.809,5444430.766,0,NORMAL,"1158","856",,,"7079","60334"
430326.903,5444428.749,0,NORMAL,"556","856",,,"7078","60335"
430324.706,5444300.211,0,NORMAL,"556","1012",,,"7077","60336"
430322.994,5444188.117,0,NORMAL,"823","556",,,"7076","60337"
430160.943,5444094.021,0,DEADEND,"547",,,,"7075","60338"
429814.428,5443773.812,0,NORMAL,"1049","1220","1050",,"7071","60342"
429823.946,5443676.026,0,DEADEND,"1049","1050",,,"7070","60343"
429752.941,5443767.226,0,DEADEND,"1220",,,,"7069","60344"
429703.003,5443845.563,0,DEADEND,"161",,,,"7068","60345"
429726.525,5443899.384,0,NORMAL,"1050","161","160",,"7067","60346"
429643.245,5443935.071,0,NORMAL,"1050","513",,,"7066","60347"
431555.676,5444274.898,0,NORMAL,"353","1012",,,"7064","60348"
431601.701,5444274.913,0,NORMAL,"1012","1171",,,"7063","60349"
430411.46,5453008.509,0,NORMAL,"887","508",,,"9162","61988"
430179.437,5452869.331,0,NORMAL,"466",,,,"9161","61989"
429609.232,5453492.574,0,NORMAL,"764","508",,,"9159","61991"
429222.144,5453498.652,0,DEADEND,"131",,,,"9158","61992"
428573.761,5453709.083,0,NORMAL,"1176","518",,,"9154","61994"
427932.221,5454228.005,0,NORMAL,"1234","271",,,"9152","61996"
427422.614,5454111.026,0,NORMAL,"425","1059",,,"9151","61997"
426251.264,5454212.053,0,NODE,"995","158",,,"9150","61998"
425854.537,5454779.611,0,NODE,"1029","436",,,"9149","61999"
423912.095,5455106.615,0,NORMAL,"654","667",,,"9145","62003"
435518.417,5443902.042,0,DEADEND,"717",,,,"9370","62021"
435049.749,5445115.101,0,DEADEND,"363",,,,"9369","62022"
428851.127,5442454.042,0,NORMAL,"513","791",,,"9365","62026"
429819.659,5444274.475,0,NORMAL,"513","477","1012",,"9362","62028"
429707.203,5444102.112,0,NORMAL,"477","513",,,"9361","62029"
431850.58,5445998.698,0,NORMAL,"1169","400",,,"9360","62030"
431860.914,5445931.641,0,NORMAL,"1169","1170","228",,"9358","62032"
431603.489,5446178.313,0,NORMAL,"446","1182",,,"9356","62034"
431632.888,5446801.202,0,NODE,"451","287",,,"9355","62035"
430803.524,5447363.528,0,NODE,"546","144",,,"9354","62036"
430394.751,5447367.95,0,NODE,"748","144",,,"9353","62037"
430143.496,5448477.264,0,NODE,"776","1087",,,"9350","62040"
428827.851,5447618.936,0,NODE,"762","1163",,,"9349","62041"
429193.913,5447967.21,0,NORMAL,"486","1134",,,"9348","62042"
428442.99,5449132.328,0,NORMAL,"646","89",,,"9347","62043"
425823.41,5449949.05,0,DEADEND,"1229",,,,"9346","62044"
426124.361,5450104.675,0,NORMAL,"868","635",,,"9345","62045"
426124.109,5449954.004,0,NORMAL,"868","1235",,,"9343","62046"
424081.373,5450572.346,0,NORMAL,"621","739",,,"9342","62047"
424713.995,5450733.616,0,NORMAL,"1153","319",,,"9340","62048"
425434.672,5450154.428,0,DEADEND,"1094",,,,"9336","62052"
425459.896,5450188.295,0,NORMAL,"192","1094",,,"9335","62053"
425499.865,5450399.034,0,NODE,"84","482",,,"9334","62054"
425767.875,5450396.962,0,DEADEND,"361",,,,"9332","62056"
425815.12,5450767.294,0,DEADEND,"237",,,,"9330","62058"
425993.413,5451537.7,0,NORMAL,"421","1246",,,"9328","62060"
428761.03265689,5451650.70617353,0,NORMAL,"952","381",,,"9321","62064"
429160.095,5451374.046,0,NORMAL,"625","914",,,"9320","62065"
429568.475,5451212.196,0,DEADEND,"669",,,,"9319","62066"
428572.74,5452877.07,0,DEADEND,"176",,,,"9317","62068"
426313.753,5453256.413,0,DEADEND,"132",,,,"9316","62069"
426336.534,5453281.047,0,NORMAL,"27","132",,,"9315","62070"
426170.754,5453307.55,0,NODE,"682","1161",,,"9314","62071"
426326.05,5453444.03,0,DEADEND,"891",,,,"9312","62072"
426382.753668516,5453455.98476292,0,NORMAL,"106","891",,,"9311","62073"
426295.738,5453359.234,0,NORMAL,"27","682",,,"9310","62074"
425435.786,5453406.103,0,NODE,"273",,,,"9309","62075"
425450.329,5452957.064,0,NODE,"727","171",,,"9308","62076"
424774.473,5453099.649,0,NORMAL,"1147","672",,,"9304","62077"
425470.965,5452702.107,0,NORMAL,"968","837",,,"9297","62081"
425637.043,5452450.272,0,NORMAL,"48","476",,,"9294","62082"
425691.671,5452265.419,0,NORMAL,"1154","476",,,"9293","62083"
425825.326,5452377.471,0,NODE,"375","180",,,"9292","62084"
427185.453,5451649.338,0,NORMAL,"393","967",,,"9291","62085"
426445.875,5452058.212,0,NORMAL,"1154","1083",,,"9288","62088"
426448.228,5452318.799,0,NODE,"1083","410",,,"9287","62089"
426277.559,5452357.664,0,DEADEND,"399",,,,"9284","62092"
426185.427,5452363.412,0,DEADEND,"226",,,,"9283","62093"
426122.744,5452428.805,0,NODE,"410","676",,,"9282","62094"
432972.986,5446884.748,0,DEADEND,"284",,,,"9397","62111"
433130.37,5447073.737,0,NORMAL,"204","284",,,"9396","62112"
432953.25,5447299.26,0,DEADEND,"1060",,,,"9395","62113"
433044.71,5447300.683,0,NORMAL,"284","1060",,,"9394","62114"
433170.687,5447340.893,0,NORMAL,"204","878",,,"9393","62115"
433023.299,5447360.144,0,NORMAL,"284","878",,,"9392","62116"
432973.811,5447459.67,0,NORMAL,"878","877",,,"9391","62117"
433068.195,5447466.667,0,DEADEND,"877",,,,"9390","62118"
432589.424,5447584.057,0,DEADEND,"878",,,,"9389","62119"
433029.074,5447623.097,0,NORMAL,"204","878","0000001380",,"9386","62121"
433299.38,5447783.23,0,DEADEND,"315",,,,"9385","62122"
433113.676,5447892.12,0,NORMAL,"315","204",,,"9384","62123"
433090.878,5447988.948,0,NORMAL,"204","878",,,"9383","62124"
432851.026,5447938.511,0,NORMAL,"1138","203",,,"9382","62125"
432744.636740383,5447912.59210651,0,NORMAL,"1138","878",,,"9381","62126"
432689.41,5447706.844,0,NORMAL,"203","878",,,"9380","62127"
432905.349699529,5448120.52667049,0,NORMAL,"878","204",,,"9379","62128"
433201.550699009,5448035.19329538,0,NORMAL,"544","878",,,"9378","62129"
433245.27,5448011.83,0,DEADEND,"544",,,,"9377","62130"
433005.888,5447918.027,0,NORMAL,"878","1138",,,"9376","62131"
426298.257,5452725.461,0,NORMAL,"276","1125",,,"9480","62155"
426099.888,5450930.984,0,NODE,"4","295",,,"9477","62158"
429456.17,5449869.198,0,NORMAL,"260","999",,,"9476","62159"
428592.218,5446294.424,0,DEADEND,"15",,,,"9475","62160"
427759.16039873,5449061.84762022,0,NORMAL,"419","653",,,"9474","62161"
427165.011,5447970.898,0,NORMAL,"376","545",,,"9473","62162"
427820.212,5446801.525,0,NORMAL,"585","1215",,,"9472","62163"
426122.592,5449693.958,0,NORMAL,"963","868",,,"9470","62165"
424816.56,5451021.197,0,NODE,"585","835","127",,"9468","62166"
426311.067,5446509.053,0,NODE,"36","941",,,"9465","62169"
425155.914,5447315.802,0,NORMAL,"585","620",,,"9464","62170"
426102.95,5448485.65,0,DEADEND,"876",,,,"9463","62171"
432995.185,5447573.644,0,NORMAL,"878","0000001380","878",,"9462","62172"
431045.138,5447060.842,0,NODE,"71","897",,,"9461","62173"
430036.567,5445779.216,0,NODE,"439","540",,,"9460","62174"
428566.33,5445699.98,0,DEADEND,"354",,,,"9459","62175"
428755.479,5445950.401,0,NODE,"966","758",,,"9457","62177"
428540.3,5445954.847,0,NORMAL,"278","834",,,"9456","62178"
428961.149,5446352.949,0,NORMAL,"113","272",,,"9455","62179"
430833.507,5443399.157,0,NORMAL,"1129","145",,,"9451","62183"
430820.795,5443444.194,0,NODE,"1129","812",,,"9450","62184"
423399.995,5453439.051,0,DEADEND,"779",,,,"9489","62199"
424794.856,5450684.542,0,NORMAL,"560","1153",,,"9486","62202"
425149.07328979,5450818.77639082,0,NORMAL,"1167","389",,,"9485","62203"
424989.757,5453543.857,0,NORMAL,"1147","858",,,"9484","62204"
431119.223,5444505.267,0,NORMAL,"551",,,,"9483","62205"
423241.597,5455290.464,0,DEADEND,"387",,,,"6","41508"
423293.673,5455434.09,0,DEADEND,"735",,,,"2","1107977"
425226.901,5453885.171,0,DEADEND,"208",,,,"13","1107978"
423326.554,5455271.451,0,DEADEND,"480",,,,"11","1107979"
423386.483,5455440.669,0,DEADEND,"18",,,,"10","1107980"
423344.207,5455354.201,0,DEADEND,"862",,,,"8","1107981"
427693.542,5453796.563,0,NORMAL,"367","443",,,"69","1107982"
424661.053,5454009.175,0,NORMAL,"458","508",,,"65","1107983"
424616.367722234,5453987.23511642,0,DEADEND,"1191",,,,"63","1107984"
423961.365,5454040.221,0,TRAFFIC LIGHT,"569","508","56",,"61","1107985"
